,review_cleaned_lemmatized,overall,sentiment
15390,look small size line write pad fit stainless steel 34interdesign magnetic memo center34 purchase via amazon size right paper thin write ink bleeds thru next 2 2 sheet cheaply make,3,0
46862,zero clue label hot melt regular pack tape little thicker cheap version brand thicker heavy duty version understand expensive expect something really heavy duty much stickier price premium continue purchase pack tape warehouse store third price,3,0
2285,big fan type box whether banker box brand useful hold many thing besides file use lot holdingmoving book magazine size right move book large enough carry reasonable number large get heavy packed fullthis best example type fold box one cheaper type use few fold leaf make bit less sturdy expensive stylethat say still useful good buy store many different kind thing uniform wayi would use,3,0
38579,im forever label thing home childrens toy bin pet supply tvcomputer cable name like label weve basic ie cheap brother ptouch label maker year thrill fancy font fancy icon one line basic keyboard etc easy daughter grab make label time opportunity try new epson model couldnt waitopening box giddy hadnt even realize vast amount little icon capable printing everything holiday theme workplace variety tape work astound child save trouble purchase several glow dark bat especially halloween come little glow label side note glow dark work extremely well charge quickly keep charge impressive amount timeso far sound great right 3 star well option fun want quickly make label dont want get manual little labeler complicate display also lack cant see icon want print screen word youre left sort guess youll end change font change size name couldnt intuitively figure bad quality actual label sure ptouch cant 99 brother well print label crisp clear epson fancy option leaf pixilated look label sure read little icon darn cute wish output much crispi wont give new little labeler really like built cutter much smoother ptouch think continue feel bit disappointed quality label ill try get comparison shot post soon see difference,3,0
12778,hop tape would blend background hardly visible thats case dont think suitable archival repair little well less expensive regular tape,3,0
11808,durable durable enough permanent use stick well remove restuck several time lose stickiness write pen pencilgood assortment 4 colorsthey angle use hang file angle arent appropriate tabbing document bound material similar product angle purposemost hang folder slot tab come supply im sure real need work well,3,0
47431,look reasonably nice piece prefab furniture long dont look closely unit couple quality control flaw discuss discuss let note receive second unit south shore furniture perfectly fine conditionnearly gain four star really like size design im actually currently use place sofa able behind highbacked sofa posable middle shelf make perfect place store small collection vinyl album drawer run metal hand track door decent hinge well nice size small house apartment bulkylooses one star quality control several area top none large seem water damage may cause rumples 34wood34 look like arrive although box dry undamaged also one door simply sit completely flush even 30 minute adjust tension attempt fix think able fix problem magnet washer encourage close havent try yet magnet similar closure include water issue slight noticeable glance would certainly bother paid full pricespeaking price loos star value extremely nice antiquesish drexel sideboard solid cherry near pristine condition din room serf similar function similar color bit large aside prettier wood last soooo much longer paid 180 deliver assembly require contraption currently retail 182 value simply isnt realize may gotten deal comparison piece point prefab unassembled totally overprice 99 max opinionthe description say 2 person assembly dad kindly bulk work definitely heavy piece second pair hand almost necessary align large piece etc way cause loose star worth note also put together lot prefab furniture year annoy back sadly one pointless piece wood color cardboard doesnt show assemble appear secure sturdy,3,0
25314,mouse pad large need big space lay good quality use much due size would say least triple size normal mouse pad play lot computer game think zowie useful great everyday use think,3,0
26325,personally dont think product necessary use postit note lot teach guitar give student instruction next week regular stack table beside chair teach reach pull new sheet stack voila write note dont see point automatic delivery system postit note might trouble worth first buy special replacement note adhere accordion style might cost regular postit note stuck endthe plastic container fodder landfilleventually pen holder practical unless stubby pen pencil since regular length write instrument tend get knock easily adhesive strip work fineno problem direction little hard understand though take several minute figure talk concern snap individual note pull nicely enough use awhile run special note pad go junk drawer eventually garbage may put regular postit note pull entire pad time need note big deal people may love thing dont particularly need,3,0
14806,update dec 2013my new replacement bostitch quietsharp6 still work great daily usageupdate jan 2013unfortunately sharpens one side pencil really like pencil sharpener bostitch fix issue please note comment section adjust comment accordinglyi like much order another one hopefully second one develop issuemy original reviewreview bostitch quietsharp6 eps10hc modelsummarymy favorite electric sharpener havent long run issue time ill update herepros tie quietest electric pencil sharpener ive ever use isnt entirely quiet course big receptacle shaving often always feel do easily others sharpens quickly often relatively evenly around attractive compare themcons take room huge,3,0
25160,file folder need tab description organize index thing tab nice addon solid easy slide come insert write could use file folder smead make solid office supply appear durable need handful seem like good option 18 pack however need lot cost could start add package cost 3 counting shipping amazon time receive show list price 75 cant believe anyone anywhere pay im guess error useful product though believe could make less expensive,3,0
7125,need binder perfectly adequate nothing stand also nothing lag behind,3,0
46384,like product overall darker color orange purplepink blue easily read vibrant lighter color yellow green hard read wonder would neon look didnt show well envelope tape examplei like sharpy overall though im sure neon pen worth price,3,0
44865,good printer produce quality page fast easy set network never thought inkjet could replace laser printer one grant old printer 11year old samsung ml1430 totally incompatible printing wifi besides say printer ink cartridge run dry reluctant shell 80 new onethat say three gripe product increase severity1 nitpicky instruction say install ink cartridge push click well really click first attempt set printer thought clicked didnt push hard enough printer go prim forever without tell cartridge instal properly remember push firmer might think need to2 obnoxious starter ink cartridge apparently enough ink 200 page normal use course epson sell a2400 page xl cartridge thatll set back 50 come epson dont cheap price printer little high include xl cartridge would make rate four star there 3 seriously bad second epson printer ive instal osx couldnt get work without go support website first thexp400whose installation cd lack mountain lion compatible driver one real honest god pain tush installation kept fail per notsoeasytofind instruction epsons site reset printer preference printer list altogether word frankly dont know anyone without least moderate tech savvy could succeed instal osx without either call epson support throw hand angry despair get act together epson seriously bad trend excuse day age allow home printer installation anything brainless none im give product three star worth printer doesnt airplay eitherthere like thing ive instal wish hadnt go aggravation shame epson really drive willing consumer away otherwise great producti hope informative please youre osx user trouble install feel free send message ill try help,3,0
8476,ok inexpensive lightduty cork board may hold intense use board layer cork look like corrugate cardboard backing 516 inch thick longer pushpin stick back 116 inch frame position back away wall board warp could marr wall probably well use sort tack shorter pushpin doesnt seem like grab push pin hard could expect probably well post lighter weight itemsthe oak finish frame sort hard composite material cover woodgrain print paper doesnt look quite oaklike look fake close however perfectly fine unless bother fake wood second sticker california formaldehyde warn may want place outside outgas use make china incredibly lightweight size weighs 1lb 5oz include mount hardware mount built frame itselfthere role cheap lightduty bulletin board remember kid want bulletin board allowance didnt go far enough want real bulletin board look elsewhere,3,0
30663,purchase printer replace hp hate way hp handle paper intake output epson always intake back output front printer total disappointment epson take hp bad idea paper handle institute artison 835 disappointed hp print good constantly figit output paper tray order add paper run middle printing project take whole thing apart switch regular paper photo paper aarrrggghhhhhh project pain butt,3,0
40912,printer work ok disappointed could scan via bluetooth via usb spec make clear otherwise would purchase,3,0
35480,although could think reason need product use lot sticky note intrigue idea seethrough week side yet find use find level transparency really harm good example write sticky note use black ink put top piece paper print text text behind document make hand write hard reada major complaint ink use write smear badly touch write let ink dry problem go away hard time write smearprone surface inevitably rub palm part hand paper even press note onto target im prone touch smear inki would buy product unless specific need able let sticky note dry handle,3,0
45743,pad 40 sheet 5x8 paper doodle draw take note make list download app iphone ipad take picture sheet convert device app work ok might ok idea still need work,3,0
52823,label maker ptp750w solid performer battery optional power optional liion battery usb wifi even nfc time label maker performs exactly like much cheaper 40 ptp700 httpwwwamazoncombrotherptp700connectablelabelmakerdpb00dsyeb28refsr12ieutf8qid1403747018sr82keywordsbrotherlabelmakerusbthe unique sell point printer wifi nfc connectivity least surely theorylets start first issue manual insane unfolds something size map remember nothing map size thing actually explains need know like turn wifi onbrother clearly know make decent booklet size brochure include several get supply boxas turn need turn pedit feature left button wifi button anything felt need dedicate button ez mode beyond manual mention found sheer annoyance printer also whole turn wifi tap print bit complicate nfc bring app page ability go play store search app result nfc feel like gimmick really isnt worth effortthen ultimate stupidity app include four print mode include template feature several cute premade template template store brother server connect printer app need disconnect connect 4g turn wifi home wifi download template reconnect printer take three minute get basic warn label print also newer samsung device phone disconnect minute cant access internet need disable automatic network switch option phone make work label makerthe printer also waste tape printing ssid label could print bottom like device also ssid 00000000 clear instruction change fun someone else connects printer waste starter tape printing stupid thing buy againall impressed 60 nonwifi version ability print wirelessly worth im sure may rare instance absolutely need people isnt worth headache,3,0
47755,binder say hold 220 papersi get fit 221 paper outstanding binder kick sat stood left baking sun still like brand new,3,0
49387,normal 34range34 printer im usually look something little bit budget conscious print regular document sometimes scan big hulk thing print 13x19 one max 11x17 12 different ink cartridge overall many extra bell whistle printer little bell whistle plus ability print accurate shade redmagentapurple favorite thing itsetup setup easy install ink cartridge get printer work prim calibrate stuff first take meanwhile install software computer connect printer network easy wasnt enough get scanner scan computer right boxscanning nice hinge lid helpful line thing get stuff scanner straight trouble scan first option scan straight control panel unit limited andwell basically trouble manage use epson scan scan black white go advanced setting even play around seem like wasnt scan black black enough maybe require tweak would like scan little easy right box epson workforce 635 harder position stuff scanner scan work look great right box click button unit itselfprinting upper low tray one right work well everything ive put even print disk printer printing pretty fast computer printer send data photo right setting right paper look good photo printer print depth darker color certainly print print people happy withi like magentaredpurple range suppose come extra cyan extra magenta cartridge think really need another black something ive struggle try get print really black black doesnt seem thatink cartridge seem rather small six replace whatever source replacement ink choose price isnt outrageouslooks somewhat large sleek look front touch panel span front tilt whatever angle want tray thing come do printing slide begin nice touch paper tray slide nicely case epson workforce 635 struggle tray every time front panel often display lot helpful data walk problem load paper etcthis could printer want something sleek look print occasional small size photo dont need really black black print,3,0
26849,item really cute work well part quirk need little weight keep place use im sucker item like bring smile someone look desk cute quirky thing besides make feel comfortable relaxed work comfort item around megotta friend need little pick gift hit spot functional cute colorful practical comfort wrap one little package make sure buy extra roll tape go love scotch product quality always something know count need bit weight guy,3,0
25272,ship paypal usps website use inexpensive self adhesive shipping label 2 cent per label purchase ebay two label per sheet work great avery label work well also much expensive cheaper print plain paper tape onto package,3,0
48163,disappointed thescotch expression magic tape 34 x 300 inch tribal blue green 3rollspack c2143pk4largely think overprice include package two roll tape solid color third pretty nice print essentially like scotch brand tape design use crafty project like scrapbooking card make would use wrap package prefer clear tape purpose cut shape solid color tape try little weave project unsuccessful really want find special use roll easy use rather quickly recommend youre start project require lot tape purchase avoid run,3,0
16949,fault dimension obviously marked description paper cutter lot big expect doesnt even fit desk turn 24 inch long whole armits big keep bed mean pull carry want use seem like really meant regularly carry around place youd hold right blade make nervouswill report later cut functionality figure safely use tiny room,3,0
45103,hp come new line energy star efficient pagewide technology printer later claim boost print speed upto 70 ppm hp officejet pro x451dn wireless sharp look printer weigh 38 pound footprint 26 x 26 x 15 extend setup breeze take 15 minute singlefunction printer fax scan printing function displayed 2 adjustable angle display 9 button function home back cancel select help wireless eprint wireless need setup memory 512mb connection single ethernet usb hispeed 20 host hispeed usb 20 page wide technology proports allow printer print even faster speed list review printer ready go immediately hit button unlike present hp printer take nearly 5 minute warm printing photo internet prove disaster ink drip photo paper finish photo perfect detail colorit print double side different size paper label card envelope plug ethernet electrical outlet connect networknetworked computer mobile devise include smartphones notebook print select wifi hp eprint hp google cloud print apple airprinttm support eprint mobile apps microsoft window 7 window 8 window vista window xp sp3 32bit mac o x v106 mac o x lion mac o x mountain lion linux note hp eprint require internet connection printer also account registration hp web service hpcomgomobileprintingsolutionsgood network 510 user printer 500sheet tray printing volume 5002800 page per month upper limit upto 50000 page per month hopeful know printer supposedly print 9000 page per black xl cartridge 6000 per xl color cartridge fortunate pleased offer printer vine intend use give rigorous test alongside sister kid use school assignment normal run teenage household various mobile desk laptop household demand ill report back go pace especially fails measure either term cost performance paper jam may get interest report back tooprint speed either black color list hp asupto 55ppm draftupto 36ppm normal resolutionthere 4 need replacement print cartidgeshp 970 black officejet pro x ink cartridge 3000 pageshp 971 cyan officejet pro x ink cartridgehp 971 magenta officejet pro x ink cartridgehp 971 yellow officejet pro x ink cartridge composite yield 2500 pageshp 970xl black officejet pro x ink cartridge advertised 9200 page yield 100 amazon primehp 971xl cyan officejet pro x ink cartridgehp 971xl magenta officejet pro x ink cartridgehp 971xl yellow officejet pro x ink cartridge composite yield 6600 pagesif calculate per page cost black xl cartridge 100 amazon prime assume advertised 9000 page yield black pp cost 011 1 cent per page thats nice price cost point whether business family try get kid paper print bought recommend spare set cartridge notoriously small set cartridge run dry prime cheaper either buying print cartridge direct hp drugstore late one night pay full 120 tax price tag blackwhats boxhp officejet pro x451dn printersetup officejet pro x ink cartridge black magenta yellow cyanpower cord phone cordinstallation guidesoftware cdroms window mac printer driver user guidesetup posterno cableoneyear exchange warranty technical phonechatemail supportbut ill admit youve gotten use convenience fax scanner pretty hard lose ill say recommend printer use home small office need simple singlefunction printer back full function printer backup fast economical printer good print quality well sure print photo internet drafteconomy modei waiver 4 3 star hard time take last star find really single function person printer 4 star need narrow approach good occasionally need scan fax hand dont problem take second star price 300 single function printer pricey even hp especially cartridge cheap see per page cost remains cheap relatively low volume environment open cartridge ink saving evaporates time,3,0
47474,previous year son use thefive star 7pocket customizable expand file 1375 x 1075 inch blue 72711which last entire school year excellent tabbed zipper expand file folder unfortunately large 3ring binder need year go quest find combination large 3ring binder expand tabbed file allinone zipped end five star zipper binder plus andcaseit large capacity 3inch zipper binder blue d146blu caseit brand inch large look sturdier come back update review binder carry school 3 month,3,0
38891,samsung ml2955dw wireless black white printer duplex optionthe print quality crisp goodi problem duplex printing thick paper even printer set thick paper problem use standard thickness paper found difficult simply choose duplex print option set eco mode isnt intuitive require extra click choose one optionsetup easy network expert good familiarity home network though plug printer outlet plug usb cord printer computer run install cd include network setup long know wireless access password problem option use computer install driver printer set upit also support wireless protect setupwps standard implement insecurely disabled router test itthe printer quick act sleep mode save energy adjustableat one point clicked user guide button include software nothing happen button appear function allthere app get google play store also available itunes able print actually easy choose option computer wasnt able get printin printer print great bw print network setup simple thing ui arent good could feature app disappoint improve time increase quality experience printer price right good buy long mention issue arent show stopper,3,0
4700,vine must use tape package could remove bubble wrap around without use super strength tear bubble wrap distress friend love sit around pop bubble wrapmade usa gosh make something besides gun twenty time strong acrylic tape handy minimal text graphic hidden inside back label way inside roll back illustrate proper dispensation 3m productpull tape rest illegible andor cover vine sticker shall never know nightwe also find upon deep inside back label explanation documentation claim twenty time strong letter tinier optometrist permit read anymore endanger tiny little spring adjust organic lens discover claim base upon astm rest small readwe also warn plaid design copyright told consequence wear plaid plagiarism yet uncomfortably recall horrible warn dead men dont wear plaidagain small print told make usa copyright year 2000 follow information dispenser make 3mcould indicate tape twenty time strong acrylic tape make within usa territory could include puerto rico omg guam dispenser might clearly construct child slave labor china mexico ethiopiathe outside top label receive differs one picture upon product page simpler declare small white print make usa bear star stripe page also tape entitle scotch shipping packaging tapenow know hard way much scot insist call scot scotch despite 1890 glenlivet scotch whisky distillery peat worm tube rest yet want know sent shipping packaging tape unholy hybrid product page indicates packaging without shipping therefore receive superior product capable packaging also shipping caveat emptora handy phone number persistent question even comment hopefully far helpful comment grace present page may found upon back side label deep within roll tube tape number much small optometrist permit anymore readall helpful information conceal forever beneath vine program scan sticker include continuation cartoon series describe proper setup application equipmentsuper strength important package home match usps regulation perhaps even fedex ups well nearly two inch wide 38 yard long precisely 48mm 35 meter dont know scot could go full fifty millimeter famous stinginess cover heavily package may shipping degree machete small chainsaw require plan openingafter twenty time strong acrylic tapeat least package sent say product pagemy problem course get jammed dispenser make 3m cut finger instead tape rip tape cut teeth left sorry vine cover cartoon describe setup process 3m make help line number small see still tape superman package forever friendly kryptonite cooky lex luthor keep send even superman get againcould apply digit troll type handthen alone could declare ittruly great tape,3,0
32337,swingline smarttouch compact stapler really take less effort use stapler student class prefer stapler easy staple paper imagine stapler would great grandfather lose strength handsconcerns1 great stapler light use take half refill staple break half need reload often2 also great stapler need leave desk counter staple handheld stapler find set gather next stack staple pick back use3 also find accidentally open refill tray student drop push mechanism opening refill area end usually hit floorthis bad stapler right person personally prefer regular stapler sit desk picked needednote fan swingline awesome customer service problem give call send email,3,0
4158,stapler might useful home small number page 10 less people tend avoid use busy office dont seem trust really staple 15 page tend go big staplerstough review work ok test basis often found bury behind kind stuffthe jury hererobert c rossmay 2014,3,0
32997,im always haul around least small draw pad 5 7 expensive mechanical pencil well 9somewhere dont know one 9 lead harder find often soft work well wherever pen usually empty 9 also darker much useful sketch im normally favor throw away pencil environmental stang point certainly among bad thing pitch daily basis price per pen low wont mourn loss one fall bag left table favorite sunday morning coffee shop teach also great test take even certify scantron im go recommend buy test schoolupdate tend bear write draw pen may ive issue several lose ability grip lead heavy writer need apply,3,0
44183,honestly scanner reminds one decade ago difference old didnt use usb slow pdf function essentially samei thought photo scanner actually plain old glass top flat scanner handly single page document photo serious document scan do sheet fed multipage scanner another photo one havent try yetdespite nothing earth shatter easy set reasonably price need scanner solution worth otherwise look elsewhere different solution,3,0
12726,hop device would remove staple cleanly without tear maybe expect much seem time get slide 34tongue34 underneath staple already ripped paper bit real improvement cheaper claw tool tallness tool make easy knock push tear paper sure two hand need prevent really expect something much well,3,0
50696,market heavy duty binder compare binder lightweight thin cover plastic flexible cardboard dring mechanism sturdy ring line open close easily little pressure sideswhile may function well visually lack plastic cover look feel inexpensive red plastic cover clear plastic overlay apply properly cover bubble edge cause plastic warp give wrinkle look already tear clear plastic take binder boxfor light medium use store document shelf binder work fine probably wont hold well daily use carry around backpack,3,0
45234,like idea erasable tab however itthese large tabbed folder erasable trick come thin plastic cover tab area small print say compatible ball point pen mechanical pencil use permanent marker however eraser includedi like super tab large tab area probably use address label label folder,3,0
30769,design odd take get use aside make,3,0
29914,good ink continue give mediocre review brandname ink printer company stop fleece u price stuff outrageous,3,0
36092,im big sticky note fan like longer one keep shopping list rule line make even easy come bright vibrant color scream noticedmy first complaint color bright enough get annoy fluorescent great small reminder long list recommend mute color daily usethe perforation downright annoy struggle see purpose occasionally id remove note perforation tacky portion would rip id left note way stick itpros big ruledcons bright frustrate perforation,3,0
36249,figure would pastel side kind painful eye still use work dont think id buy,3,0
28874,old bicycle basket counter use organize incoming paper perfect size file folder thought would cutethey really darling color lovely print nice print poorly thought write surface suggest use tab sticker otherwise wont see writingthese also feel thinner plain manilla folder dont know recycle paper feel flimsier,3,0
52921,light unit indeed fill purpose light area first problem areais remove five tiny phillips head screw bottom expose battery case wouldthink brown plastic bottom would pop wrong top white plastic unit pop offit take three aaa battery product flaw real many people phillips headscrew driver lockersi figure screw would real hassle change battery usestrips scotch tape hold unit together clear tape much likely lockerthan phillipshead driverthe light provide six led appreciatednext come nag absence way hang light decide epoxy small magnet tothe bottom add advantage modification ability use light possibleunderhood car emergencyif manufacturer interested product improvement suggestion modify unit tohave back case pop battery change forget screw reattach unit use threeplastic swingout clip instead mold magnet clip handy attach metal surface,3,0
6983,expect sorter accordion type side expand side suppose fine quite organization plan move file elsewhere without side potential item fall great think carefully purpose purchasing application would well side rather open file look elsewhere,3,0
3238,good tip size mark entire line text underline fine point nice bright color couple color already low ink ive month seem low ink regardless much use themnice simple highlighter longlived,3,0
3815,although eraser cap seem sturdy ive disappointed seem split quickly thinner noname variety purchase local dollar store,3,0
28482,postit label appear adhesive regular postits across entire back instead edge mean yes temporarily label file folder storage box however can not label long label come faintest encouragement matter surface personally im go attach label want permanent want flag something quickly regular postit,3,0
51286,much lighter wooden tray purchase time ago side reasonably high unfortunately back wall much low tray hold 1015 page assume low back wall compromise design 34stackability34 seem low,3,0
40186,bottom line nice printerscannerfax tie computer via ubs cost around 100 every time need burn 2500 copy earth panasonic design way think people stupid dont know bought give 500 copy starter cartridge insult serious make sellable product would consider consumer want wireless least network ready capability replacement supply dont cost arm leg computer make wireless unit soon dinosaur office brother product easy maintain network user office think stick bad panasonic provide overprice supply mind make sell machine reduce cost consumer way,3,0
52825,find much easy use 34manual34 label maker brother much easy access change font size symbol etc brother label maker though tape expensive build operation label maker waste tape begin end text give length tape usually go 20 waste factorgreat tape business guess figure sell label maker sell tape forever money maker concept new wrong corporate greed work,3,0
4165,handle maybe 2030 page comfortably anything well hope nice quick karate chop easy remove jammed staple bad,3,0
30400,personally didnt find board helpful retrospect little notebook would work well board large unless exercise room dont mind take wall space regular living space find difficult find place,3,0
12853,dispenser handy attractive useful darn expensive use base upon list price time reviewhandy fit comfortably back hand wrist could wear hour without discomfortlooks great would even work stock stuffer gift someone lot shipping wrap suchuseful assume use lot short strip tape hard see top thishowever base upon price counting shipping time review tiny strip tape cost almost cent seem like lot thats decision buyer go make base upon much theyll use much refill cost supplier example office worker company pay tape id certainly use im go buy since im cheapon hand lot wrap time saving could make expense,3,0
26827,red shoe scotch magic tape dispenser cute gift girlygirl also go well purseshaped stickynote dispenser help complete girliest desk ensemble see description specifies unweighted important without dispenser weight becomes difficult pull tear tape one hand hold onto dispenser one hand pull tear tape hand always two hand available shouldnt problem unfortunately u busy office people barely even one hand availablei give one three star unweighted little hard use due fact cute gift though,3,0
25701,product advertises climate control footrest aside take space really doesnt anything well there temperature adjustment dial knob change high heat low heat fan fan weak make considerable amount noise small like fan old computer pc sock could feel breeze toe sock difficult feel cool effect unit plastic turn heat cause unit emit plastic odorthe base also well design slide easily around hardwood floor put foot 4 thin rubberize strip bottom really nothing grab onto floor surface carpet floor traction fine smooth surface footrest slip height adjustment minimal angle adjustment nonexistent flip additional foot peg raise unit inch cant pivot otherwise change angle footresti like raise bump top let massage foot there compelling reason choose product take 240 watt electricity stack phone book free portable fan offer much well breeze,3,0
39118,thought would quite convenient hold old ornament box wear work well enough put together goodness take forever put together look simple product page reality direction hard understand take get set finally set ornament fit nicely im wonder well cardboard divider hold year okay product im kind disappointed easy setup,3,0
6095,say bought phone two year ago last week buy new one couldnt stand failure phonefirst even claim doesnt always get interference home wireless network point impossible talk 510 foot distance router sometimes even cause network fail try everything change frequency etc nothing workedsecond setup never intuitive way synchronize base phone phone base among cumbersome could never really get content phone base something miss timethird phone sturdy frank delicate one fell 2 foot screen broke even didnt land screen phone hook fall time use 6 monthsi give three star work two year thats seem get today electronics either quality obsolescence phone never work quite right since begin,3,0
43074,shredder package well use press cardboard secure shredder shipping box less plastic great didnt attach wheel single office there need wheel around cddvd slot credit card slot work well shred item bit trouble get paper catch roller push shred paper easily handle six page time found eight bit iffy ok dont high volume shred im satisfied basket pull feature make empty easy dont remove heavy heavy shred lid need something volume shred id recommend another model,3,0
13372,fairly standard selfseal businesssized white envelope paper bluepatterned interior design conceal text check document etc enclose envelope paper exceptionally weak even tear several place sender lift flap cover adhesive prevents envelope selfsealed even use tear several place recipient open envelope fail see red letter opening envelope dont especially care one thing care however paper thin envelope crumple corner run laser printer,3,0
18359,product great must reposition address label make perfect time need nice feature essential,3,0
20518,presenter bit pricey feature set work great powerpoint doesnt superior feature warrant high price compare pointer brandsit easy use basic button mean fumble around even look youre press quick easy get use use habit memory without actually look itit sort cheapvery lightweight feel sure noone really want actually heavy doesnt soliddurable feel despite lack weight slightly bulky still easy managelaser line great solid bright green noone trouble see laser distance quite far,3,0
39232,printer compact job quality printing best print barcodes scan ink expensive dont lot printing one may right,3,0
27993,accordian file holder letter size document compress state wrap cellophane 1 12 thickdeep ive open week try slip file document expand 2 14 thickdeep could get expand full potential thicknessdepth would 8 maybe 9 im sure could ever get document back process place paper file folder inside difficult tight squeeze get doesnt matter paper individual sheet inside manila file folder process difficult first item place inside last due struggle fill divide file pocket enjoy use product top price high im say amazon price high checked amazon best price could find item im say item overprice give alternative available purpose would pay ten dollar,3,0
47506,kid cant take back pack school binder pain many binder break problem half way threw year bought kid binder held well problem come compartment put thing girl need lot storage space pocket would great simpler kid take much school get one next year lot space binder go sturdy held well abuse receive,3,0
49402,im high tech priestess printer might strip rank cant get connect wireless cant make work right friend result stun weigh bang head wall burn lifeline 34call friend34 get want picture crisp color amaze perfect world photo paper tray would work easily without phd,3,0
19360,select unit mainly wife daughter use vacation school open box inspect quality would say pretty cheaply make suffice purpose present right away word say spanish word pretty hard understand english word bit easy comprehend figure well know english spanish try headphone jack sound much well screen nice bit darkas unit bit small hit wrong button common find use thumb best way navigate autooff feature nice left accident realize later found unit offoverall dictionary thesaurus palm hand pretty slick highly recommend go abroad future student,3,0
30385,like let set week exercise goal work great intend purposeit true work way want get plan week never plan week ahead exercise anyway also time week week week think large percentage time work greatmy main issue product single focus youve reach goal exercise routine cant use anything else gues give guessnow like professional look dont think want blank board draw line really wish reversable back blank draw board im fan something hold purpose get thrown youre do purposealso like many say marker bust get board slightly bumped im sure whether blame expo poor packaging amazon poor pack,3,0
30070,first thing notice get paper cutter light light good case feel flimsy junkyalso description say cut 720 sheet paper couldnt get 4if occasional need paper cutter basic cut many sheet might optionif need something heavy duty type cut include thick paper would pas,3,0
43503,seat call mom go quality printing excellent printer cut tiny bit top document place within window without doubt slowest copier ever see yes connect computer usb port rely wireless scan mode work well quick copier part time take seven minute make copy,3,0
50096,never enough note list everywhere house say one described stay place well enoughi would like place penmarker nothing spectacular wrong remember buy preprinted sectionits ok notepad,3,0
13212,3m antimicrobial mouse pad gel wrist rest stylish good sturdy feel give impression wear quickly like combination pad rest like support rest give wrist especially know spend long period time computer use couple month thinkthe goodsolid constructionnice textured padnon skid backing securegood size padthe badright left side pad curl slightly never really lie completely flat even 2 monthsthe gel rest soft imagine soften would prefer softergray black kind boring real problem unless like something flashieri give padrest combination 3 star rating 3 12 star want give 4 sturdy design tell last long time however rest quite soft enough curl edge bother slightly say always know get close edge though dont mind couple problem would recommend,3,0
37586,title say removable window wall signage assume could make sign could remove reuse thats case sign remove would destroy go use printing laminate way reuse want use display special holiday hour leave terrible glue residue remove window use razor blade scraper scrape offthe sign nice size 7 34 10 14 ten 10 package us ink jet printer,3,0
50367,quality fine cork uniform thick enough hold pin without problem plastic frame simple need real problem mount 34hardware34 include permanent adhesive might fine application hang bracket would make much sense even simple buying use really nowhere back mount themif comfortable stick somewhere permanently fine product,3,0
15346,maybe precise optical mouse surface overhyped found nothing thin mouse pad fact bottom adhesive act like sticker nice keep slip around desk advantage found versus many free rubberbacked mousepad fact thinner whether actually make optical mouse battery last longer hard verifyif market thin mouse pad look quite plain may,3,0
16993,didnt find anything particularly special computer stand plastic adjustable fit corner would computer stand position katty corner,3,0
43821,okay reading description youd think youll never tire desk matter youd never get bore either fun productthe reality bit difficult sit get use even adjust air slightly difficult fully concentrate work youre focus fall get hang husband didnt fell rear frequentlyassembly piece cake come everything need even inflate inner ball color bluered go anything look pretty cool say youd need really get use get meaningful zen work do itmy son actually us gamingwith leg perfect height thatnote cover doesnt come spot cleaning breeze im extensive computer desk work isnt comfortable quick email amazon check fine,3,0
2414,im sure there much room improvement expand file arena product fulfills promise provide neat place store paper sort tab two issue might make opt another many similar product available first flap lock mechanism didnt inspire much confidence fact come undone secondly entire product bit stiff difficult easily file retrieve paper may loosen time many alternative might worth try something else,3,0
23881,im inclined say avery pockettabs unique halfpage size theyre pretty much jumbosized notetabs also happen able store stuff overall pockettabs well thoughtout seem quite durableit note dimension avery give 5125 x 8315 dimension entire pockettab include tab look body sans tab theyre 78 inch long assumes would tabbed portion stick pagein term capacity large single sheet paper fit inside approximately 51 x 73 inch hold cddvd problem pockettab hold 34 thick stack 3x5 index card minor deformation eg get little lumpy still close affixed page found maximum practical capacity 12 thick use 3x5 card approx 60 avery design pockettab way trap air issue adhesive edgetoedge allows pocket expand naturally exceed limit pockettab start peel mind good thing id rather pockettab fall page rip also pockettab repositionable finally found pocket secure open shook upside 60 index card insidemy favorite element pockettab actually tab even though entire thing make flexible sturdy poly plastic tab paper suface write pencil pen breeze unfortunately back side tab plastic color front much difficult write onneedless say satisfaction product depend largely strong thing plan affix pockettab example im use product notebook relatively thick page im quite happy could imagine however add weight problem notebook thin pagesmy big issue pockettab less require put right side notebook put left side either pocket upsidedown wont tab use problem use pocket upsidedown even cant write tab easily since doesnt paper coat also notice possible though unlikely small thin thing fall corner example common use staple small screw resistoroverall pockettab generally well design quite versatile room improvement,3,0
39129,admit im ornamentaholic cant resist buying make holiday ornament year buy year every year store become major problem house store tub ornament get mess dont clue whats box banker box clear plastic side see ornament inside box red green quickly identify im crazy cardboard divider tear apart setup bent one badly already torn im sure durable divider long last really hop something durable meet longterm storage need,3,0
